,State,County,County Population,Household Income,Cancer,Percent Adult Smokers,Percent Uninsured,Lung Cancer Case Count,Good Days,Moderate Days,Unhealthy for Sensitive Groups Days,Unhealthy Days,Very Unhealthy Days,Hazardous Days,Max AQI,Days CO,Days NO2,Days Ozone,Days SO2,Days PM2.5,Days PM10
0,Alabama,Baldwin,200111.0,49626.0,Lung and Bronchus,19.0,17.0,994.0,247,32,0,0,0,0,87,0,0,221,0,58,0
1,Alabama,Clay,13552.0,35940.0,Lung and Bronchus,20.0,19.0,83.0,109,7,0,0,0,0,56,0,0,0,0,116,0
2,Alabama,Colbert,54543.0,43057.0,Lung and Bronchus,19.0,14.0,252.0,258,23,1,0,0,0,115,0,0,219,0,63,0
3,Alabama,DeKalb,71065.0,36241.0,Lung and Bronchus,19.0,23.0,272.0,304,43,1,0,0,0,119,0,0,321,0,27,0
4,Alabama,Elmore,80977.0,54298.0,Lung and Bronchus,19.0,12.0,321.0,107,10,0,0,0,0,77,0,0,117,0,0,0
5,Alabama,Etowah,103531.0,39904.0,Lung and Bronchus,22.0,16.0,524.0,162,184,3,3,0,0,179,0,0,104,0,248,0
6,Alabama,Houston,104193.0,40124.0,Lung and Bronchus,19.0,16.0,426.0,265,15,0,0,0,0,97,0,0,221,0,59,0
7,Alabama,Jefferson,660793.0,44852.0,Lung and Bronchus,17.0,15.0,2384.0,191,166,8,1,0,0,151,0,16,147,1,199,3
8,Alabama,Lawrence,33477.0,41574.0,Lung and Bronchus,20.0,18.0,170.0,116,1,1,0,0,0,105,0,0,0,0,118,0
9,Alabama,Madison,350299.0,58833.0,Lung and Bronchus,20.0,14.0,1198.0,284,52,1,0,0,0,122,0,0,235,0,45,57
10,Alabama,Mobile,415123.0,42943.0,Lung and Bronchus,21.0,17.0,1647.0,277,87,2,0,0,0,139,0,0,138,9,219,0
11,Alabama,Montgomery,226189.0,43054.0,Lung and Bronchus,20.0,15.0,678.0,285,76,1,1,0,0,170,0,0,175,0,188,0
12,Alabama,Morgan,119607.0,45082.0,Lung and Bronchus,19.0,17.0,554.0,304,59,2,0,0,0,107,0,0,214,0,151,0
13,Alabama,Russell,59608.0,35585.0,Lung and Bronchus,21.0,17.0,247.0,192,65,0,0,0,0,100,0,0,176,0,81,0
14,Alabama,Shelby,206655.0,69432.0,Lung and Bronchus,16.0,12.0,526.0,205,35,4,0,0,0,133,0,0,244,0,0,0
15,Alabama,Sumter,13166.0,25413.0,Lung and Bronchus,24.0,17.0,49.0,315,21,0,0,0,0,70,0,0,185,0,151,0
16,Alabama,Talladega,81322.0,39999.0,Lung and Bronchus,22.0,15.0,377.0,99,18,0,0,0,0,79,0,0,0,0,117,0
17,Alabama,Tuscaloosa,202212.0,46892.0,Lung and Bronchus,20.0,15.0,626.0,224,141,0,0,0,0,100,0,0,93,0,272,0
18,Arizona,Apache,71828.0,32366.0,Lung and Bronchus,26.0,24.0,80.0,364,2,0,0,0,0,54,0,0,0,0,33,333
19,Arizona,Cochise,127448.0,45025.0,Lung and Bronchus,16.0,18.0,473.0,281,83,2,0,0,0,141,0,0,323,0,3,40
20,Arizona,Coconino,137682.0,48653.0,Lung and Bronchus,20.0,21.0,179.0,301,65,0,0,0,0,97,0,0,363,0,3,0
21,Arizona,Gila,53119.0,37677.0,Lung and Bronchus,18.0,20.0,214.0,84,136,119,27,0,0,200,0,0,82,263,0,21
22,Arizona,La Paz,20231.0,32533.0,Lung and Bronchus,16.0,27.0,131.0,294,70,1,0,0,0,101,0,1,291,3,34,36
23,Arizona,Maricopa,4087191.0,53929.0,Lung and Bronchus,15.0,20.0,10501.0,59,270,36,0,1,0,203,0,33,186,0,74,73
24,Arizona,Mohave,203361.0,37704.0,Lung and Bronchus,20.0,22.0,1553.0,336,21,0,0,0,0,83,0,0,0,0,34,323
25,Arizona,Navajo,108101.0,35457.0,Lung and Bronchus,23.0,22.0,236.0,301,65,0,0,0,0,90,0,0,352,0,0,14
26,Arizona,Pima,1004516.0,45871.0,Lung and Bronchus,15.0,19.0,3181.0,201,161,4,0,0,0,119,0,0,245,0,14,107
27,Arizona,Pinal,401918.0,49876.0,Lung and Bronchus,17.0,20.0,1163.0,76,237,46,5,1,1,1263,0,0,109,0,34,223
28,Arizona,Santa Cruz,46695.0,37465.0,Lung and Bronchus,15.0,24.0,79.0,260,102,0,1,0,0,191,0,0,0,0,200,163
29,Arizona,Yavapai,218844.0,44145.0,Lung and Bronchus,15.0,22.0,1089.0,300,49,0,0,0,0,90,0,0,343,0,6,0
30,Arizona,Yuma,203247.0,39700.0,Lung and Bronchus,15.0,24.0,612.0,228,124,12,1,0,1,419,0,0,213,0,43,110
31,Arkansas,Arkansas,18594.0,36409.0,Lung and Bronchus,22.0,18.0,104.0,100,19,0,0,0,0,70,0,0,0,0,119,0
32,Arkansas,Ashley,20948.0,36176.0,Lung and Bronchus,24.0,17.0,128.0,102,16,0,0,0,0,68,0,0,0,0,118,0
33,Arkansas,Clark,22576.0,38504.0,Lung and Bronchus,23.0,18.0,110.0,351,4,0,0,0,0,54,0,0,355,0,0,0
34,Arkansas,Crittenden,49548.0,35455.0,Lung and Bronchus,26.0,16.0,209.0,314,49,2,1,0,0,159,0,20,308,0,38,0
35,Arkansas,Garland,97322.0,40621.0,Lung and Bronchus,23.0,21.0,641.0,97,22,0,0,0,0,67,0,0,0,0,119,0
36,Arkansas,Jackson,17534.0,32427.0,Lung and Bronchus,25.0,19.0,123.0,94,21,0,0,0,0,76,0,0,0,0,115,0
37,Arkansas,Newton,7904.0,35895.0,Lung and Bronchus,22.0,22.0,46.0,350,16,0,0,0,0,90,0,0,343,0,23,0
38,Arkansas,Polk,20225.0,33127.0,Lung and Bronchus,23.0,24.0,124.0,318,48,0,0,0,0,87,0,0,323,0,43,0
39,Arkansas,Pulaski,392702.0,45698.0,Lung and Bronchus,20.0,17.0,1468.0,257,109,0,0,0,0,100,0,6,166,0,194,0
40,Arkansas,Union,40227.0,40841.0,Lung and Bronchus,23.0,18.0,217.0,341,24,0,1,0,0,158,0,0,0,246,120,0
41,Arkansas,Washington,220792.0,45589.0,Lung and Bronchus,23.0,21.0,675.0,338,28,0,0,0,0,77,0,0,326,0,40,0
42,California,Alameda,1610921.0,76996.0,Lung and Bronchus,11.0,14.0,3416.0,239,112,13,2,0,0,154,0,15,214,0,137,0
43,California,Amador,36742.0,54610.0,Lung and Bronchus,13.0,16.0,209.0,304,57,5,0,0,0,115,0,0,366,0,0,0
44,California,Butte,224241.0,42302.0,Lung and Bronchus,15.0,17.0,849.0,169,181,16,0,0,0,127,0,0,199,0,167,0
45,California,Calaveras,44624.0,53321.0,Lung and Bronchus,12.0,16.0,191.0,232,112,22,0,0,0,150,0,0,280,0,85,1
46,California,Colusa,21419.0,48006.0,Lung and Bronchus,14.0,24.0,57.0,272,94,0,0,0,0,91,0,0,248,0,99,19
47,California,Contra Costa,1111339.0,80338.0,Lung and Bronchus,11.0,14.0,2665.0,287,76,3,0,0,0,143,0,2,223,0,141,0
48,California,Del Norte,27212.0,41419.0,Lung and Bronchus,16.0,17.0,93.0,172,5,0,0,0,0,65,0,0,0,0,177,0
49,California,El Dorado,183087.0,70235.0,Lung and Bronchus,12.0,13.0,593.0,222,101,31,12,0,0,172,0,0,365,0,1,0
50,California,Fresno,965974.0,43338.0,Lung and Bronchus,13.0,20.0,1946.0,92,169,80,25,0,0,190,0,1,217,0,136,12
51,California,Glenn,27955.0,43755.0,Lung and Bronchus,15.0,22.0,101.0,259,103,0,0,0,0,91,0,0,210,0,143,9
52,California,Humboldt,134809.0,40581.0,Lung and Bronchus,15.0,21.0,463.0,326,40,0,0,0,0,74,0,1,229,0,130,6
53,California,Imperial,179091.0,38737.0,Lung and Bronchus,14.0,21.0,322.0,105,216,39,3,1,2,541,0,2,144,0,90,130
54,California,Inyo,18410.0,49267.0,Lung and Bronchus,13.0,18.0,71.0,244,99,15,4,1,3,426,0,0,313,0,16,37
55,California,Kern,874589.0,47451.0,Lung and Bronchus,17.0,20.0,1687.0,70,180,102,14,0,0,169,0,0,231,0,128,7
56,California,Kings,150269.0,44490.0,Lung and Bronchus,16.0,19.0,237.0,85,207,71,3,0,0,156,0,0,184,0,133,49
57,California,Lake,64184.0,36333.0,Lung and Bronchus,15.0,20.0,367.0,358,7,0,0,0,0,74,0,0,363,0,2,0
58,California,Los Angeles,10116705.0,55686.0,Lung and Bronchus,12.0,24.0,18307.0,32,230,81,19,4,0,210,0,33,174,0,157,2
59,California,Madera,154548.0,43171.0,Lung and Bronchus,16.0,23.0,361.0,123,193,47,3,0,0,156,0,0,217,0,134,15
60,California,Marin,260750.0,94549.0,Lung and Bronchus,11.0,12.0,680.0,339,27,0,0,0,0,90,0,14,221,0,131,0
61,California,Mariposa,17682.0,47781.0,Lung and Bronchus,13.0,16.0,76.0,219,127,19,1,0,0,159,0,0,270,0,80,16
62,California,Mendocino,87869.0,42840.0,Lung and Bronchus,15.0,22.0,305.0,334,30,0,0,0,0,66,0,0,193,0,167,4
63,California,Merced,266353.0,43818.0,Lung and Bronchus,16.0,21.0,537.0,158,173,33,2,0,0,151,0,0,225,0,138,3
64,California,Mono,13997.0,59181.0,Lung and Bronchus,14.0,23.0,20.0,314,19,3,6,0,24,6403,0,0,0,0,19,347
65,California,Monterey,431344.0,57428.0,Lung and Bronchus,14.0,24.0,763.0,325,30,3,8,0,0,176,0,0,262,0,63,41
66,California,Napa,141667.0,71063.0,Lung and Bronchus,11.0,18.0,429.0,296,70,0,0,0,0,90,0,2,166,0,197,1
67,California,Nevada,98893.0,57118.0,Lung and Bronchus,12.0,17.0,345.0,235,86,40,5,0,0,179,0,0,359,0,7,0
68,California,Orange,3145515.0,76061.0,Lung and Bronchus,11.0,19.0,6509.0,150,201,13,2,0,0,169,0,30,173,0,162,1
69,California,Placer,371694.0,75689.0,Lung and Bronchus,11.0,13.0,1118.0,205,126,30,5,0,0,185,0,0,290,0,76,0
70,California,Plumas,18606.0,47964.0,Lung and Bronchus,13.0,18.0,74.0,250,94,10,1,0,0,152,0,0,0,0,355,0
71,California,Riverside,2329271.0,56877.0,Lung and Bronchus,14.0,22.0,5294.0,44,193,86,37,4,2,389,0,0,210,0,97,59
72,California,Sacramento,1482026.0,55803.0,Lung and Bronchus,15.0,17.0,4077.0,187,138,34,7,0,0,172,0,5,221,0,140,0
73,California,San Benito,58267.0,68166.0,Lung and Bronchus,12.0,19.0,108.0,305,56,5,0,0,0,126,0,0,352,0,14,0
74,California,San Bernardino,2112619.0,51951.0,Lung and Bronchus,14.0,20.0,3871.0,28,200,78,48,12,0,217,0,37,204,0,116,9
75,California,San Diego,3263431.0,66034.0,Lung and Bronchus,12.0,18.0,7179.0,69,255,40,2,0,0,164,0,4,224,0,138,0
76,California,San Francisco,852469.0,83788.0,Lung and Bronchus,12.0,12.0,2288.0,310,55,0,0,0,0,67,0,45,154,0,166,0
77,California,San Joaquin,715597.0,51527.0,Lung and Bronchus,14.0,19.0,1764.0,138,202,25,1,0,0,166,0,2,144,0,217,3
78,California,San Luis Obispo,279083.0,61775.0,Lung and Bronchus,12.0,16.0,814.0,177,180,8,1,0,0,156,0,0,249,0,75,42
79,California,San Mateo,758581.0,100806.0,Lung and Bronchus,9.0,12.0,1773.0,302,63,0,0,0,0,67,0,26,119,0,220,0
80,California,Santa Barbara,440668.0,62116.0,Lung and Bronchus,12.0,21.0,957.0,261,93,9,2,0,1,315,0,0,259,0,72,35
81,California,Santa Clara,1894605.0,97219.0,Lung and Bronchus,9.0,13.0,3720.0,272,93,1,0,0,0,101,0,14,191,0,161,0
82,California,Santa Cruz,271804.0,64257.0,Lung and Bronchus,13.0,19.0,538.0,347,19,0,0,0,0,72,0,0,255,0,111,0
83,California,Shasta,179804.0,43661.0,Lung and Bronchus,14.0,18.0,787.0,298,54,14,0,0,0,140,0,0,363,0,3,0
84,California,Siskiyou,43628.0,38641.0,Lung and Bronchus,15.0,20.0,189.0,356,6,0,0,0,0,93,0,0,342,0,20,0
85,California,Solano,431131.0,67106.0,Lung and Bronchus,12.0,15.0,1209.0,278,86,2,0,0,0,105,0,3,208,0,155,0
86,California,Sonoma,500292.0,66949.0,Lung and Bronchus,12.0,17.0,1391.0,348,18,0,0,0,0,87,0,0,298,0,64,4
87,California,Stanislaus,531997.0,50917.0,Lung and Bronchus,15.0,21.0,1252.0,147,176,40,3,0,0,164,0,1,202,0,159,4
88,California,Sutter,95847.0,51827.0,Lung and Bronchus,13.0,21.0,276.0,166,168,32,0,0,0,147,0,0,204,0,162,0
89,California,Tehama,63067.0,40782.0,Lung and Bronchus,15.0,19.0,269.0,226,98,37,5,0,0,174,0,0,325,0,40,1
90,California,Trinity,13170.0,34961.0,Lung and Bronchus,15.0,20.0,72.0,116,51,0,0,0,0,96,0,0,0,0,167,0
91,California,Tulare,458198.0,42360.0,Lung and Bronchus,15.0,21.0,747.0,80,162,102,22,0,0,177,0,0,222,0,137,7
92,California,Tuolumne,53831.0,49476.0,Lung and Bronchus,13.0,16.0,202.0,223,86,38,7,0,0,164,0,0,354,0,0,0
93,California,Ventura,846178.0,74967.0,Lung and Bronchus,11.0,18.0,1795.0,173,184,9,0,0,0,147,0,0,232,0,127,7
94,California,Yolo,207590.0,54509.0,Lung and Bronchus,12.0,17.0,405.0,293,69,4,0,0,0,115,0,1,281,0,83,1
95,Colorado,Adams,480718.0,59316.0,Lung and Bronchus,18.0,21.0,981.0,263,102,1,0,0,0,105,1,91,181,2,55,36
96,Colorado,Alamosa,16177.0,38140.0,Lung and Bronchus,17.0,19.0,27.0,354,4,1,0,1,0,271,0,0,0,0,4,356
97,Colorado,Arapahoe,618821.0,65359.0,Lung and Bronchus,14.0,16.0,1332.0,267,93,6,0,0,0,119,0,0,360,0,6,0
98,Colorado,Archuleta,12244.0,44508.0,Lung and Bronchus,14.0,23.0,35.0,343,4,0,0,0,0,82,0,0,0,0,0,347
99,Colorado,Boulder,313333.0,71546.0,Lung and Bronchus,11.0,14.0,478.0,190,14,0,0,0,0,97,0,0,108,0,80,16
100,Colorado,Chaffee,18363.0,48840.0,Lung and Bronchus,14.0,18.0,54.0,97,51,3,0,0,0,105,0,0,151,0,0,0
101,Colorado,Clear Creek,9187.0,69115.0,Lung and Bronchus,13.0,13.0,18.0,210,94,6,1,0,0,154,0,0,311,0,0,0
102,Colorado,Delta,29870.0,45283.0,Lung and Bronchus,14.0,22.0,113.0,117,2,0,0,0,0,64,0,0,0,0,0,119
103,Colorado,Denver,663862.0,54872.0,Lung and Bronchus,16.0,18.0,1338.0,165,197,4,0,0,0,112,0,183,112,1,66,4
104,Colorado,Douglas,314638.0,107250.0,Lung and Bronchus,10.0,8.0,449.0,253,93,15,1,0,0,151,0,0,353,0,9,0
105,Colorado,El Paso,663519.0,59286.0,Lung and Bronchus,15.0,13.0,1391.0,263,101,2,0,0,0,126,0,0,328,16,22,0
106,Colorado,Fremont,46502.0,41385.0,Lung and Bronchus,16.0,17.0,189.0,52,0,0,0,0,0,50,0,0,0,0,0,52
107,Colorado,Garfield,57461.0,62529.0,Lung and Bronchus,16.0,24.0,132.0,264,101,1,0,0,0,126,0,0,366,0,0,0
108,Colorado,Grand,14546.0,59379.0,Lung and Bronchus,15.0,19.0,25.0,131,21,0,0,0,0,80,0,0,152,0,0,0
109,Colorado,Gunnison,15725.0,48940.0,Lung and Bronchus,16.0,24.0,26.0,316,50,0,0,0,0,87,0,0,344,0,0,22
110,Colorado,Jefferson,558503.0,70687.0,Lung and Bronchus,13.0,13.0,1410.0,245,101,17,3,0,0,159,0,0,366,0,0,0
111,Colorado,La Plata,53989.0,60658.0,Lung and Bronchus,13.0,18.0,78.0,251,107,8,0,0,0,122,0,1,359,0,3,3
112,Colorado,Larimer,324122.0,57659.0,Lung and Bronchus,13.0,14.0,675.0,189,169,7,1,0,0,151,0,0,317,0,47,2
113,Colorado,Mesa,148255.0,50106.0,Lung and Bronchus,16.0,18.0,536.0,260,105,1,0,0,0,102,0,0,299,0,67,0
114,Colorado,Moffat,12928.0,56193.0,Lung and Bronchus,16.0,18.0,26.0,316,29,0,0,0,0,67,0,0,345,0,0,0
115,Colorado,Montezuma,25772.0,44163.0,Lung and Bronchus,17.0,23.0,72.0,286,80,0,0,0,0,97,0,0,366,0,0,0
116,Colorado,Montrose,40873.0,46336.0,Lung and Bronchus,16.0,23.0,140.0,236,17,0,0,0,0,84,0,0,253,0,0,0
117,Colorado,Park,16345.0,58487.0,Lung and Bronchus,13.0,18.0,35.0,270,93,3,0,0,0,133,0,0,364,0,1,1
118,Colorado,Pitkin,17626.0,73274.0,Lung and Bronchus,13.0,18.0,24.0,122,0,0,0,0,0,44,0,0,0,0,19,103
119,Colorado,Prowers,12034.0,39184.0,Lung and Bronchus,17.0,22.0,43.0,350,6,1,0,0,0,115,0,0,0,0,0,357
120,Colorado,Pueblo,161875.0,41382.0,Lung and Bronchus,17.0,15.0,524.0,126,2,0,0,0,0,64,0,0,0,0,72,56
121,Colorado,Routt,23865.0,66846.0,Lung and Bronchus,13.0,16.0,35.0,343,9,0,0,0,0,60,0,0,0,0,0,352
122,Colorado,Weld,277670.0,61501.0,Lung and Bronchus,16.0,17.0,556.0,246,117,3,0,0,0,129,0,0,286,0,79,1
123,Connecticut,Fairfield,945438.0,85336.0,Lung and Bronchus,14.0,13.0,2860.0,223,120,16,7,0,0,185,0,0,164,0,202,0
124,Connecticut,Hartford,897985.0,65809.0,Lung and Bronchus,13.0,10.0,3301.0,268,91,6,1,0,0,169,0,65,158,0,143,0
125,Connecticut,Litchfield,184993.0,73413.0,Lung and Bronchus,13.0,10.0,815.0,308,50,7,1,0,0,164,0,0,335,0,31,0
126,Connecticut,Middlesex,164943.0,76365.0,Lung and Bronchus,13.0,8.0,760.0,125,36,11,2,0,0,187,0,0,174,0,0,0
127,Connecticut,New Haven,861277.0,60387.0,Lung and Bronchus,14.0,11.0,3560.0,256,96,11,3,0,0,164,0,27,217,0,122,0
128,Connecticut,New London,273676.0,65813.0,Lung and Bronchus,14.0,9.0,1129.0,306,41,9,1,0,0,154,0,0,178,0,179,0
129,Connecticut,Tolland,151367.0,78653.0,Lung and Bronchus,14.0,8.0,487.0,144,27,5,0,0,0,140,0,0,176,0,0,0
130,Connecticut,Windham,116998.0,57547.0,Lung and Bronchus,15.0,11.0,510.0,331,23,3,1,0,0,154,0,0,358,0,0,0
131,Florida,Alachua,256380.0,44325.0,Lung and Bronchus,18.0,19.0,769.0,321,38,1,0,0,0,101,0,0,227,0,133,0
132,Florida,Baker,27093.0,47121.0,Lung and Bronchus,19.0,17.0,109.0,334,24,0,0,0,0,80,0,0,358,0,0,0
133,Florida,Bay,178985.0,44800.0,Lung and Bronchus,17.0,19.0,905.0,328,38,0,0,0,0,87,0,0,264,0,102,0
134,Florida,Brevard,556885.0,47973.0,Lung and Bronchus,17.0,20.0,3338.0,332,34,0,0,0,0,84,0,0,292,0,74,0
135,Florida,Broward,1869235.0,51485.0,Lung and Bronchus,15.0,26.0,5603.0,296,66,0,0,0,0,93,1,23,178,0,160,0
136,Florida,Citrus,139377.0,36383.0,Lung and Bronchus,16.0,22.0,1158.0,323,40,1,0,0,0,104,0,0,0,45,319,0
137,Florida,Collier,348777.0,58403.0,Lung and Bronchus,14.0,30.0,1254.0,336,30,0,0,0,0,87,0,0,240,0,126,0
138,Florida,Columbia,67857.0,38484.0,Lung and Bronchus,19.0,20.0,388.0,283,62,0,0,0,0,90,0,0,223,0,122,0
139,Florida,Duval,897698.0,46013.0,Lung and Bronchus,18.0,19.0,3566.0,269,97,0,0,0,0,97,0,2,219,3,142,0
140,Florida,Escambia,310659.0,46139.0,Lung and Bronchus,18.0,19.0,1456.0,314,52,0,0,0,0,97,0,0,308,0,58,0
141,Florida,Flagler,102408.0,51556.0,Lung and Bronchus,15.0,22.0,644.0,346,16,0,0,0,0,74,0,0,362,0,0,0
142,Florida,Hamilton,14048.0,31734.0,Lung and Bronchus,21.0,20.0,72.0,241,27,0,0,0,0,71,0,0,0,0,268,0
143,Florida,Highlands,98236.0,35787.0,Lung and Bronchus,16.0,28.0,736.0,347,16,0,0,0,0,87,0,0,363,0,0,0
144,Florida,Hillsborough,1316298.0,50758.0,Lung and Bronchus,17.0,20.0,4433.0,258,102,5,1,0,0,154,1,0,224,15,126,0
145,Florida,Holmes,19650.0,35651.0,Lung and Bronchus,21.0,21.0,93.0,306,60,0,0,0,0,80,0,0,185,0,181,0
146,Florida,Indian River,144755.0,47548.0,Lung and Bronchus,16.0,26.0,1000.0,316,24,0,0,0,0,84,0,0,340,0,0,0
147,Florida,Lake,315690.0,46895.0,Lung and Bronchus,15.0,21.0,1938.0,299,34,1,0,0,0,115,0,0,334,0,0,0
148,Florida,Lee,679513.0,49147.0,Lung and Bronchus,16.0,27.0,3412.0,324,41,1,0,0,0,105,0,0,260,0,105,1
149,Florida,Leon,283988.0,45463.0,Lung and Bronchus,18.0,17.0,710.0,297,64,0,0,0,0,84,0,0,172,0,189,0
150,Florida,Liberty,8360.0,38473.0,Lung and Bronchus,21.0,22.0,29.0,333,9,0,0,0,0,67,0,0,342,0,0,0
151,Florida,Manatee,351746.0,51673.0,Lung and Bronchus,16.0,25.0,1710.0,343,23,0,0,0,0,87,0,0,366,0,0,0
152,Florida,Marion,339167.0,39860.0,Lung and Bronchus,17.0,24.0,2416.0,324,41,1,0,0,0,105,0,0,239,0,127,0
153,Florida,Martin,153392.0,55472.0,Lung and Bronchus,15.0,23.0,863.0,327,36,0,0,0,0,87,0,0,244,0,119,0
154,Florida,Miami-Dade,2662874.0,42754.0,Lung and Bronchus,15.0,33.0,6848.0,260,97,3,0,0,0,144,0,3,128,0,229,0
155,Florida,Nassau,76619.0,56728.0,Lung and Bronchus,17.0,17.0,449.0,310,26,0,0,0,0,84,0,0,0,111,225,0
156,Florida,Okaloosa,196512.0,55952.0,Lung and Bronchus,18.0,19.0,792.0,346,20,0,0,0,0,71,0,0,358,0,0,8
157,Florida,Orange,1253001.0,47069.0,Lung and Bronchus,16.0,24.0,2953.0,293,73,0,0,0,0,97,0,12,220,0,134,0
158,Florida,Osceola,310211.0,42945.0,Lung and Bronchus,19.0,27.0,855.0,342,24,0,0,0,0,90,0,0,366,0,0,0
159,Florida,Palm Beach,1397710.0,52225.0,Lung and Bronchus,14.0,25.0,6051.0,268,88,2,1,0,0,164,0,0,143,0,140,76
160,Florida,Pasco,485331.0,45219.0,Lung and Bronchus,17.0,21.0,2909.0,328,37,1,0,0,0,105,0,0,366,0,0,0
161,Florida,Pinellas,938098.0,45162.0,Lung and Bronchus,18.0,22.0,5261.0,315,51,0,0,0,0,97,0,0,242,0,124,0
162,Florida,Polk,634638.0,42768.0,Lung and Bronchus,17.0,24.0,3111.0,320,46,0,0,0,0,90,0,0,244,2,120,0
163,Florida,Putnam,72143.0,32054.0,Lung and Bronchus,20.0,25.0,543.0,366,0,0,0,0,0,45,0,0,0,14,0,352
164,Florida,St. Lucie,291028.0,42722.0,Lung and Bronchus,18.0,26.0,1481.0,309,20,0,0,0,0,93,0,0,329,0,0,0
165,Florida,Santa Rosa,163422.0,58587.0,Lung and Bronchus,17.0,18.0,682.0,324,42,0,0,0,0,80,0,0,259,0,107,0
166,Florida,Sarasota,396962.0,52109.0,Lung and Bronchus,14.0,23.0,2505.0,300,66,0,0,0,0,97,0,0,219,0,147,0
167,Florida,Seminole,442516.0,56443.0,Lung and Bronchus,15.0,19.0,1374.0,330,35,0,0,0,0,87,0,0,341,0,17,7
168,Florida,Volusia,507531.0,40881.0,Lung and Bronchus,19.0,24.0,2938.0,317,42,0,0,0,0,89,0,0,253,0,106,0
169,Florida,Wakulla,31432.0,51642.0,Lung and Bronchus,18.0,18.0,146.0,298,42,1,1,0,0,175,2,0,236,0,104,0
170,Georgia,Bibb,153905.0,36014.0,Lung and Bronchus,21.0,21.0,661.0,267,94,5,0,0,0,147,0,0,146,1,219,0
171,Georgia,Charlton,12897.0,34312.0,Lung and Bronchus,18.0,20.0,48.0,112,5,0,0,0,0,66,0,0,0,0,117,0
172,Georgia,Chatham,283379.0,50154.0,Lung and Bronchus,17.0,22.0,943.0,304,59,3,0,0,0,143,0,0,135,40,191,0
173,Georgia,Chattooga,24939.0,34830.0,Lung and Bronchus,19.0,22.0,147.0,217,25,0,0,0,0,93,0,0,242,0,0,0
174,Georgia,Clarke,120938.0,31487.0,Lung and Bronchus,20.0,24.0,273.0,295,61,4,2,0,0,162,0,0,191,0,171,0
175,Georgia,Clayton,267542.0,42985.0,Lung and Bronchus,20.0,26.0,628.0,98,22,1,0,0,0,145,0,0,0,0,121,0
176,Georgia,Cobb,730981.0,66970.0,Lung and Bronchus,14.0,21.0,1754.0,244,103,3,1,0,0,200,0,0,177,0,174,0
177,Georgia,Coffee,42811.0,33125.0,Lung and Bronchus,19.0,26.0,171.0,40,3,0,0,0,0,54,0,0,0,0,43,0
178,Georgia,Columbia,139257.0,68067.0,Lung and Bronchus,14.0,15.0,380.0,217,26,0,0,0,0,93,0,0,243,0,0,0
179,Georgia,Coweta,135571.0,60809.0,Lung and Bronchus,15.0,17.0,439.0,303,62,0,1,0,0,154,0,0,178,0,188,0
180,Georgia,Dawson,22957.0,57491.0,Lung and Bronchus,15.0,22.0,115.0,216,26,2,0,0,0,126,0,0,244,0,0,0
181,Georgia,DeKalb,722161.0,50597.0,Lung and Bronchus,14.0,22.0,1615.0,174,183,8,1,0,0,151,0,23,123,0,220,0
182,Georgia,Dougherty,92407.0,32150.0,Lung and Bronchus,21.0,20.0,359.0,263,100,0,0,0,0,93,0,0,0,0,363,0
183,Georgia,Douglas,138776.0,54581.0,Lung and Bronchus,17.0,21.0,413.0,196,42,6,1,0,0,151,0,0,245,0,0,0
184,Georgia,Floyd,96063.0,41814.0,Lung and Bronchus,17.0,22.0,437.0,287,78,1,0,0,0,102,0,0,0,57,309,0
185,Georgia,Fulton,996319.0,55516.0,Lung and Bronchus,14.0,21.0,2288.0,201,152,12,1,0,0,156,0,24,103,1,238,0
186,Georgia,Glynn,82175.0,46737.0,Lung and Bronchus,16.0,21.0,378.0,314,27,2,0,0,0,129,0,0,182,0,161,0
187,Georgia,Gwinnett,877922.0,59858.0,Lung and Bronchus,14.0,24.0,1599.0,284,72,9,0,0,0,147,0,0,202,0,163,0
188,Georgia,Hall,190761.0,52238.0,Lung and Bronchus,16.0,25.0,607.0,103,14,1,1,0,0,155,0,0,0,0,119,0
189,Georgia,Henry,213869.0,60388.0,Lung and Bronchus,15.0,18.0,520.0,290,66,8,1,0,0,159,0,0,200,0,165,0
190,Georgia,Houston,149111.0,53027.0,Lung and Bronchus,16.0,18.0,495.0,306,44,2,0,0,0,107,0,0,0,0,352,0
191,Georgia,Lowndes,113523.0,38887.0,Lung and Bronchus,19.0,20.0,321.0,276,51,0,0,0,0,74,0,0,0,0,327,0
192,Georgia,Murray,39410.0,40976.0,Lung and Bronchus,19.0,24.0,195.0,233,41,1,0,0,0,112,0,0,242,0,33,0
193,Georgia,Muscogee,200887.0,41783.0,Lung and Bronchus,19.0,20.0,654.0,281,74,5,0,0,0,148,0,0,175,0,185,0
194,Georgia,Paulding,148987.0,63964.0,Lung and Bronchus,15.0,18.0,476.0,240,122,2,0,0,0,126,0,0,124,0,240,0
195,Georgia,Pike,17784.0,50395.0,Lung and Bronchus,16.0,19.0,72.0,290,45,4,0,0,0,126,0,0,339,0,0,0
196,Georgia,Richmond,201368.0,36012.0,Lung and Bronchus,20.0,19.0,746.0,272,87,4,2,0,0,162,0,0,146,32,187,0
197,Georgia,Rockdale,87754.0,48287.0,Lung and Bronchus,16.0,22.0,252.0,179,52,9,0,0,0,140,0,0,240,0,0,0
