State,County,Household Income,95% CI - Low,95% CI - High,Population,% < 18,% 65 and over,
Georgia,Greene,42823,37467,48179,16490,19.1,26.2,
Georgia,Gwinnett,59858,56805,62911,877922,27.8,8.6,
Georgia,Habersham,40994,37123,44865,43752,23.2,17.4,
Georgia,Hall,52238,48710,55766,190761,26.5,13.6,
Georgia,Hancock,26309,22920,29698,8509,16.3,20.0,
Georgia,Haralson,40387,35772,45002,28641,24.4,16.0,
Georgia,Harris,66249,59077,73421,32876,22.0,16.7,
Georgia,Hart,38564,33951,43177,25377,21.4,20.6,
Georgia,Heard,41348,36509,46187,11603,23.6,15.7,
Georgia,Henry,60388,55030,65746,213869,27.1,10.4,
Georgia,Houston,53027,48172,57882,149111,25.7,11.7,
Georgia,Irwin,35955,31340,40570,9104,22.3,18.2,
Georgia,Jackson,51931,48592,55270,61870,25.7,13.5,
Georgia,Jasper,41818,36824,46812,13432,24.0,15.5,
Georgia,Jeff Davis,35235,31202,39268,14859,27.5,14.2,
Georgia,Jefferson,30835,27208,34462,16272,24.1,17.0,
Georgia,Jenkins,30678,27339,34017,9125,22.6,15.3,
Georgia,Johnson,29818,26089,33547,9701,19.6,15.5,
Georgia,Jones,51749,45780,57718,28787,24.5,15.4,
Georgia,Lamar,40339,35236,45442,18207,20.7,16.0,
Georgia,Lanier,37113,32501,41725,10373,25.6,12.1,
Georgia,Laurens,35807,31689,39925,47851,24.8,16.2,
Georgia,Lee,64533,57582,71484,29191,26.8,10.7,
Georgia,Liberty,41682,38959,44405,65198,28.7,7.5,
Georgia,Lincoln,39484,34713,44255,7622,19.1,20.7,
Georgia,Long,43193,39064,47322,17113,28.8,7.7,
Georgia,Lowndes,38887,35222,42552,113523,24.8,11.0,
Georgia,Lumpkin,44653,39661,49645,31176,18.9,15.7,
Georgia,McDuffie,37413,32753,42073,21370,25.2,15.9,
Georgia,McIntosh,37603,33315,41891,14214,19.0,21.7,
Georgia,Macon,29430,25710,33150,13792,19.9,14.9,
Georgia,Madison,45557,41364,49750,28312,23.1,15.6,
Georgia,Marion,36055,32261,39849,8797,21.8,17.0,
Georgia,Meriwether,37243,32962,41524,21198,22.4,18.6,
Georgia,Miller,35276,30912,39640,5958,23.4,19.6,
Georgia,Mitchell,32711,29221,36201,22771,23.7,14.9,
Georgia,Monroe,53542,47432,59652,27051,20.9,16.8,
Georgia,Montgomery,36436,32131,40741,8991,22.2,15.5,
Georgia,Morgan,50295,44671,55919,17956,23.0,18.2,
Georgia,Murray,40976,36708,45244,39410,25.3,13.3,
Georgia,Muscogee,41783,38985,44581,200887,24.3,12.0,
Georgia,Newton,48058,43534,52582,103675,27.1,11.9,
Georgia,Oconee,80631,71913,89349,35093,26.8,13.5,
Georgia,Oglethorpe,46840,42153,51527,14673,21.6,18.0,
Georgia,Paulding,63964,59582,68346,148987,27.8,9.5,
Georgia,Peach,40550,35835,45265,26922,22.3,13.3,
Georgia,Pickens,51047,45888,56206,29997,20.9,20.3,
Georgia,Pierce,40526,35922,45130,18991,25.4,15.6,
Georgia,Pike,50395,45133,55657,17784,24.9,14.6,
Georgia,Polk,38847,34356,43338,41133,26.0,14.9,
Georgia,Pulaski,36128,33351,38905,11483,19.7,18.9,
Georgia,Putnam,42125,36960,47290,21192,21.3,21.5,
Georgia,Quitman,29477,25807,33147,2315,17.6,27.7,
Georgia,Rabun,38449,33744,43154,16243,18.3,25.5,
Georgia,Randolph,25807,22453,29161,7313,20.6,20.9,
Georgia,Richmond,36012,33793,38231,201368,23.7,12.6,
Georgia,Rockdale,48287,44564,52010,87754,25.6,12.8,
Georgia,Schley,39601,34708,44494,5163,27.7,14.7,
Georgia,Screven,34012,30539,37485,14085,22.7,16.8,
Georgia,Seminole,37672,34159,41185,8686,21.8,21.8,
Georgia,Spalding,35555,31774,39336,63988,24.5,16.1,
Georgia,Stephens,36870,32478,41262,25480,22.4,18.3,
Georgia,Stewart,27635,24068,31202,5744,15.4,15.3,
Georgia,Sumter,34017,30489,37545,31232,24.0,14.8,
Georgia,Talbot,33370,29462,37278,6390,18.8,19.1,
Georgia,Taliaferro,28716,25246,32186,1693,18.5,22.4,
Georgia,Tattnall,34010,30097,37923,25224,21.2,12.5,
Georgia,Taylor,32815,28958,36672,8442,21.0,18.2,
Georgia,Telfair,29244,25922,32566,16518,17.7,15.3,
Georgia,Terrell,34604,31082,38126,9132,23.6,17.7,
Georgia,Thomas,36973,32945,41001,44959,24.1,16.8,
Georgia,Tift,36303,32481,40125,40704,25.1,14.0,
Georgia,Toombs,34008,29860,38156,27282,27.3,15.2,
Georgia,Towns,39453,34919,43987,11098,13.8,32.2,
Georgia,Treutlen,32536,28784,36288,6778,24.5,15.0,
Georgia,Troup,41141,37428,44854,69469,25.3,13.7,
Georgia,Turner,32171,28362,35980,8153,26.3,18.6,
Georgia,Twiggs,36886,32128,41644,8320,19.1,19.6,
Georgia,Union,40667,35563,45771,21984,16.8,31.3,
Georgia,Upson,34867,31955,37779,26256,22.4,17.8,
Georgia,Walker,39078,34853,43303,68218,22.7,16.6,
Georgia,Walton,52082,48779,55385,87615,25.9,14.2,
Georgia,Ware,34288,30516,38060,35515,23.8,16.2,
Georgia,Warren,31623,27604,35642,5520,21.5,20.3,
Georgia,Washington,36137,31907,40367,20635,22.3,16.0,
Georgia,Wayne,41093,36843,45343,29949,24.4,14.7,
Georgia,Webster,33893,29536,38250,2649,21.3,19.7,
Georgia,Wheeler,30264,26393,34135,7995,16.9,12.8,
Georgia,White,42126,38006,46246,27970,21.3,20.6,
Georgia,Whitfield,43731,38802,48660,103542,27.0,12.7,
Georgia,Wilcox,32722,29032,36412,8847,18.8,16.0,
Georgia,Wilkes,32042,28514,35570,9940,21.7,21.4,
Georgia,Wilkinson,34512,31223,37801,9326,22.7,17.9,
Georgia,Worth,40382,36226,44538,20940,22.7,16.9,
Hawaii,Hawaii,51887,49490,54284,194190,22.0,17.5,
Hawaii,Honolulu,73985,72203,75767,991788,21.5,15.8,
Hawaii,Kalawao,,,,89,0.0,29.2,
Hawaii,Kauai,58883,53665,64101,70475,22.3,17.4,
Hawaii,Maui,64916,61627,68205,163019,22.3,15.1,
Idaho,Ada,57908,55282,60534,426236,25.1,12.6,
Idaho,Adams,40777,36421,45133,3861,17.0,24.9,
Idaho,Bannock,44324,41080,47568,83347,26.8,12.8,
Idaho,Bear Lake,45504,40389,50619,5957,27.6,19.6,
Idaho,Benewah,46277,42090,50464,9118,22.2,21.2,
Idaho,Bingham,47292,43582,51002,45269,31.7,12.9,
Idaho,Blaine,63490,55441,71539,21482,23.2,15.8,
Idaho,Boise,50874,44542,57206,6824,18.6,21.3,
Idaho,Bonner,45193,41658,48728,41585,20.3,21.4,
Idaho,Bonneville,51440,47102,55778,108623,31.3,12.1,
Idaho,Boundary,42720,37818,47622,10979,22.9,20.5,
Idaho,Butte,42907,37419,48395,2622,25.6,19.6,
Idaho,Camas,49569,43177,55961,1039,24.4,18.6,
Idaho,Canyon,43489,40902,46076,203143,29.9,12.5,
Idaho,Caribou,55770,48882,62658,6837,28.6,16.8,
Idaho,Cassia,45078,39771,50385,23540,32.3,13.5,
Idaho,Clark,45979,40048,51910,867,28.0,14.8,
Idaho,Clearwater,41304,36644,45964,8562,16.3,25.4,
Idaho,Custer,42704,37422,47986,4140,17.5,23.8,
Idaho,Elmore,45049,40671,49427,26094,26.4,11.8,
Idaho,Franklin,50545,44458,56632,13021,34.0,13.6,
Idaho,Fremont,45578,42105,49051,12867,28.4,16.0,
Idaho,Gem,41688,36845,46531,16866,23.6,21.4,
Idaho,Gooding,44669,39312,50026,15064,28.2,16.4,
Idaho,Idaho,39551,35268,43834,16215,20.0,24.0,
Idaho,Jefferson,52428,48626,56230,27021,34.8,11.1,
Idaho,Jerome,46513,41649,51377,22818,30.8,12.1,
Idaho,Kootenai,49061,45756,52366,147326,23.6,17.0,
Idaho,Latah,43482,38468,48496,38411,18.5,11.8,
Idaho,Lemhi,37869,33379,42359,7726,18.2,27.3,
Idaho,Lewis,39918,36068,43768,3838,23.0,24.1,
Idaho,Lincoln,44046,39410,48682,5316,30.9,12.3,
Idaho,Madison,36065,32231,39899,38038,27.0,6.0,
Idaho,Minidoka,46332,41235,51429,20323,28.9,15.5,
Idaho,Nez Perce,46214,41872,50556,40007,21.7,18.9,
Idaho,Oneida,46503,40635,52371,4184,28.0,19.3,
Idaho,Owyhee,38478,33642,43314,11353,26.6,16.3,
Idaho,Payette,45533,40700,50366,22836,27.1,17.0,
Idaho,Power,48048,42583,53513,7617,30.5,13.9,
Idaho,Shoshone,36577,32514,40640,12390,19.7,21.7,
Idaho,Teton,57644,50567,64721,10341,27.8,8.6,
Idaho,Twin Falls,44236,40329,48143,80914,27.6,14.8,
Idaho,Valley,49380,43116,55644,9826,18.3,21.6,
Idaho,Washington,35955,31511,40399,10021,23.4,22.7,
Illinois,Adams,46061,43573,48549,66988,22.5,18.7,
Illinois,Alexander,30699,26784,34614,7492,22.9,18.2,
Illinois,Bond,49886,43958,55814,17269,19.4,16.5,
Illinois,Boone,58792,52527,65057,53869,26.1,14.0,
Illinois,Brown,50225,44259,56191,6832,15.0,13.0,
Illinois,Bureau,52138,48272,56004,33840,21.8,19.9,
Illinois,Calhoun,49689,43820,55558,4956,20.4,22.8,
Illinois,Carroll,50750,45864,55636,14715,19.1,23.6,
Illinois,Cass,46289,41382,51196,13156,24.5,16.4,
Illinois,Champaign,47966,44494,51438,207133,19.2,11.1,
Illinois,Christian,46870,42259,51481,33892,21.2,18.6,
Illinois,Clark,50645,45525,55765,16180,22.8,18.7,
Illinois,Clay,45709,41311,50107,13520,22.9,18.8,
Illinois,Clinton,60556,56737,64375,37857,21.5,16.0,
Illinois,Coles,41319,36741,45897,53320,18.0,15.0,
Illinois,Cook,55058,54295,55821,5246456,22.6,12.9,
Illinois,Crawford,45889,41756,50022,19393,19.8,18.3,
Illinois,Cumberland,49567,43644,55490,10833,22.8,17.6,
Illinois,DeKalb,56536,53109,59963,105462,21.7,11.1,
Illinois,De Witt,55193,49816,60570,16284,21.6,18.1,
Illinois,Douglas,52526,47170,57882,19889,25.5,16.3,
Illinois,DuPage,80037,78007,82067,932708,23.4,13.5,
Illinois,Edgar,45485,40648,50322,17841,21.1,20.4,
Illinois,Edwards,46894,41707,52081,6617,23.0,19.2,
Illinois,Effingham,52578,48050,57106,34320,23.7,16.8,
Illinois,Fayette,41268,37487,45049,21870,21.7,17.1,
Illinois,Ford,50877,45723,56031,13688,22.8,19.8,
Illinois,Franklin,37758,34602,40914,39411,22.1,19.5,
Illinois,Fulton,44435,41174,47696,36007,20.2,18.9,
Illinois,Gallatin,41045,35837,46253,5291,19.9,22.8,
Illinois,Greene,39738,35482,43994,13434,22.0,18.3,
Illinois,Grundy,70092,63096,77088,50425,25.9,12.9,
Illinois,Hamilton,49790,44982,54598,8296,22.3,20.2,
Illinois,Hancock,48767,43297,54237,18564,20.6,23.1,
Illinois,Hardin,37331,32746,41916,4129,20.0,23.3,
Illinois,Henderson,50999,45231,56767,6916,18.3,23.6,
Illinois,Henry,51025,46392,55658,49635,22.6,18.5,
Illinois,Iroquois,46895,42995,50795,28879,22.2,20.4,
Illinois,Jackson,34395,30759,38031,59677,18.0,13.0,
Illinois,Jasper,52919,48042,57796,9623,22.9,18.2,
Illinois,Jefferson,43073,39470,46676,38534,21.8,17.6,
Illinois,Jersey,52493,46110,58876,22571,21.6,17.6,
Illinois,Jo Daviess,51282,47099,55465,22254,19.3,24.6,
Illinois,Johnson,45773,40513,51033,12601,18.5,19.3,
Illinois,Kane,72131,69075,75187,527306,27.1,11.7,
Illinois,Kankakee,56326,52945,59707,111375,24.1,14.9,
Illinois,Kendall,90640,83124,98156,121350,29.8,9.0,
Illinois,Knox,38992,35919,42065,52069,20.0,19.6,
Illinois,Lake,78001,74819,81183,705186,25.4,12.2,
Illinois,LaSalle,51205,46932,55478,111241,22.1,17.6,
Illinois,Lawrence,41759,37042,46476,16519,18.8,17.0,
Illinois,Lee,54472,50837,58107,34735,20.3,17.5,
Illinois,Livingston,53918,49764,58072,37903,21.6,17.0,
Illinois,Logan,54353,49365,59341,29746,19.0,17.1,
Illinois,McDonough,42684,38217,47151,31880,16.6,14.9,
Illinois,McHenry,76856,73261,80451,307283,25.0,12.1,
Illinois,McLean,60460,55862,65058,174061,22.1,11.4,
Illinois,Macon,47575,44192,50958,108350,22.4,17.9,
Illinois,Macoupin,48544,44855,52233,46453,21.5,18.7,
Illinois,Madison,54375,51119,57631,266560,22.2,15.7,
Illinois,Marion,44289,40367,48211,38571,23.0,18.4,
Illinois,Marshall,53732,47484,59980,12014,19.9,21.8,
Illinois,Mason,46878,41830,51926,13898,21.1,19.8,
Illinois,Massac,40590,35779,45401,14905,21.9,20.3,
Illinois,Menard,61388,54287,68489,12570,22.4,18.1,
Illinois,Mercer,54916,50102,59730,15945,21.8,20.5,
Illinois,Monroe,73684,66979,80389,33722,22.8,16.0,
Illinois,Montgomery,45288,40182,50394,29359,20.5,18.4,
Illinois,Morgan,46406,41696,51116,34929,20.1,18.3,
Illinois,Moultrie,52790,47787,57793,14837,24.4,19.0,
Illinois,Ogle,57126,51999,62253,52085,23.1,17.2,
Illinois,Peoria,52448,49873,55023,187319,23.8,15.0,
Illinois,Perry,42032,37166,46898,21672,19.4,17.3,
Illinois,Piatt,65971,58350,73592,16431,22.2,18.1,
Illinois,Pike,39005,35516,42494,16022,22.0,19.8,
Illinois,Pope,40722,35509,45935,4276,15.6,21.3,
Illinois,Pulaski,33943,29673,38213,5815,21.9,20.2,
Illinois,Putnam,62024,54978,69070,5814,20.2,19.8,
Illinois,Randolph,47862,42843,52881,32869,19.5,17.2,
Illinois,Richland,43396,38849,47943,16061,22.0,20.0,
Illinois,Rock Island,48024,45251,50797,146063,22.1,17.6,
Illinois,St. Clair,50155,46634,53676,265729,24.1,13.8,
Illinois,Saline,38329,34572,42086,24612,21.7,19.2,
Illinois,Sangamon,55371,52197,58545,198997,23.0,15.5,
Illinois,Schuyler,47092,41583,52601,7330,20.3,19.7,
Illinois,Scott,51584,45143,58025,5204,22.3,18.6,
Illinois,Shelby,48994,43937,54051,22048,21.4,20.6,
Illinois,Stark,50219,43958,56480,5813,20.4,24.4,
Illinois,Stephenson,48569,44505,52633,46435,21.9,20.5,
Illinois,Tazewell,60490,57471,63509,135707,23.1,17.0,
Illinois,Union,40957,36227,45687,17447,21.0,19.9,
Illinois,Vermilion,42036,38920,45152,79728,24.0,17.4,
Illinois,Wabash,49385,44299,54471,11549,22.0,18.9,
Illinois,Warren,44180,39880,48480,17874,21.6,18.4,
Illinois,Washington,54683,48897,60469,14337,20.7,18.4,
Illinois,Wayne,46839,43766,49912,16543,22.5,19.8,
Illinois,White,46927,41905,51949,14374,21.7,21.8,
Illinois,Whiteside,49895,46710,53080,56876,22.4,18.9,
Illinois,Will,75176,72391,77961,685419,26.7,11.2,
Illinois,Williamson,46322,41887,50757,67008,21.9,17.6,
Illinois,Winnebago,47708,44995,50421,288542,23.8,15.6,
Illinois,Woodford,70127,63188,77066,39187,24.6,16.3,
Indiana,Adams,50172,46732,53612,34791,31.3,14.4,
Indiana,Allen,48651,46736,50566,365918,26.3,13.1,
Indiana,Bartholomew,54101,50080,58122,80217,24.3,14.9,
Indiana,Benton,46196,40776,51616,8700,25.3,16.2,
Indiana,Blackford,39563,35390,43736,12401,22.3,19.8,
Indiana,Boone,68352,62461,74243,61915,27.0,12.6,
Indiana,Brown,52582,46695,58469,14962,19.5,21.1,
Indiana,Carroll,55318,51076,59560,19923,23.2,17.7,
Indiana,Cass,44430,39943,48917,38438,24.1,16.2,
Indiana,Clark,52050,49189,54911,114262,23.0,14.3,
Indiana,Clay,44385,39201,49569,26562,23.1,16.6,
Indiana,Clinton,49945,45181,54709,32776,26.3,15.8,
Indiana,Crawford,40657,36791,44523,10655,22.4,17.2,
Indiana,Daviess,47670,43464,51876,32729,29.2,14.5,
Indiana,Dearborn,59280,53038,65522,49506,23.6,15.3,
Indiana,Decatur,50258,44796,55720,26524,24.8,15.4,
Indiana,DeKalb,51911,49174,54648,42383,24.7,14.8,
Indiana,Delaware,39449,36410,42488,117074,18.9,16.0,
Indiana,Dubois,53211,48965,57457,42345,24.1,15.9,
Indiana,Elkhart,50192,47623,52761,201971,27.9,13.3,
Indiana,Fayette,40122,35597,44647,23468,22.6,18.4,
Indiana,Floyd,53186,49880,56492,76179,23.2,14.5,
Indiana,Fountain,45168,40091,50245,16658,22.6,19.2,
Indiana,Franklin,54086,48405,59767,22934,24.7,15.6,
Indiana,Fulton,44762,41308,48216,20500,23.9,17.6,
Indiana,Gibson,46466,41682,51250,33759,23.2,16.5,
Indiana,Grant,40234,36986,43482,68569,20.8,17.7,
Indiana,Greene,41077,37062,45092,32726,22.6,18.0,
Indiana,Hamilton,89861,84859,94863,302623,28.5,10.4,
Indiana,Hancock,68334,63668,73000,71978,24.1,15.1,
Indiana,Harrison,56787,52262,61312,39299,22.6,16.0,
Indiana,Hendricks,70358,63614,77102,156056,25.9,12.3,
Indiana,Henry,41955,38381,45529,48995,20.9,18.0,
Indiana,Howard,47433,43166,51700,82982,23.0,18.0,
Indiana,Huntington,49832,46209,53455,36706,22.4,15.9,
Indiana,Jackson,48368,43416,53320,43705,24.2,15.3,
Indiana,Jasper,55190,49936,60444,33475,24.5,15.8,
Indiana,Jay,38663,35365,41961,21179,26.1,16.5,
Indiana,Jefferson,45964,41992,49936,32494,21.3,16.3,
Indiana,Jennings,43783,39092,48474,28000,24.2,14.8,
Indiana,Johnson,58833,53534,64132,147538,25.4,13.8,
Indiana,Knox,44077,40049,48105,37938,21.2,16.7,
Indiana,Kosciusko,54068,51201,56935,78564,24.7,15.0,
Indiana,LaGrange,52003,48268,55738,38436,33.6,12.6,
Indiana,Lake,50774,49198,52350,490228,24.4,14.6,
Indiana,LaPorte,46243,43153,49333,111444,22.0,15.8,
Indiana,Lawrence,45232,41389,49075,45704,22.3,18.2,
Indiana,Madison,44730,42297,47163,130069,22.1,16.9,
Indiana,Marion,42700,41487,43913,934243,24.9,11.3,
Indiana,Marshall,52508,48146,56870,47107,25.5,16.1,
Indiana,Martin,48381,42360,54402,10203,23.2,17.1,
Indiana,Miami,41065,37574,44556,35954,21.6,15.9,
Indiana,Monroe,43841,40780,46902,143339,16.1,11.4,
Indiana,Montgomery,46945,41773,52117,38146,23.3,16.6,
Indiana,Morgan,54849,49981,59717,69693,23.6,15.1,
Indiana,Newton,51285,46464,56106,14156,22.2,17.7,
Indiana,Noble,50997,45700,56294,47618,25.7,14.6,
Indiana,Ohio,51403,45070,57736,6035,20.0,19.6,
Indiana,Orange,39572,34988,44156,19626,23.4,17.5,
Indiana,Owen,46001,41496,50506,20969,21.8,17.3,
Indiana,Parke,42056,36977,47135,17233,21.6,17.1,
Indiana,Perry,44623,40211,49035,19454,20.9,16.6,
Indiana,Pike,47217,41580,52854,12624,21.9,19.0,
Indiana,Porter,63030,58364,67696,167076,22.8,14.4,
Indiana,Posey,59975,53434,66516,25540,22.8,16.2,
Indiana,Pulaski,43770,39164,48376,12967,22.8,17.8,
Indiana,Putnam,49467,44750,54184,37618,19.6,15.2,
Indiana,Randolph,41577,37269,45885,25384,23.6,18.6,
Indiana,Ripley,52491,47381,57601,28497,24.3,16.9,
Indiana,Rush,47418,41405,53431,16892,23.3,17.4,
Indiana,St. Joseph,46388,43948,48828,267618,24.0,14.3,
Indiana,Scott,41649,37100,46198,23712,23.0,15.8,
Indiana,Shelby,54831,50701,58961,44579,23.1,15.6,
Indiana,Spencer,54468,48456,60480,20801,22.6,18.0,
Indiana,Starke,43740,40255,47225,23074,23.2,16.8,
Indiana,Steuben,50078,46233,53923,34308,21.1,17.2,
Indiana,Sullivan,43933,38956,48910,21050,20.3,16.3,
Indiana,Switzerland,47606,43081,52131,10452,24.8,16.3,
Indiana,Tippecanoe,46276,43533,49019,183074,20.8,10.3,
Indiana,Tipton,55008,49021,60995,15415,21.4,19.3,
Indiana,Union,47410,41730,53090,7246,22.8,16.9,
Indiana,Vanderburgh,42622,40318,44926,182006,22.0,15.2,
Indiana,Vermillion,44388,41146,47630,15693,22.2,18.6,
Indiana,Vigo,41260,38891,43629,108175,20.7,14.5,
Indiana,Wabash,45151,40794,49508,32252,21.6,19.4,
Indiana,Warren,55925,49440,62410,8352,22.5,18.7,
Indiana,Warrick,65793,59434,72152,61149,24.6,16.1,
Indiana,Washington,43573,39715,47431,27878,23.6,15.4,
Indiana,Wayne,40929,38712,43146,67671,22.5,17.9,
Indiana,Wells,51182,46286,56078,27862,24.1,17.0,
Indiana,White,50731,46743,54719,24453,23.4,18.8,
Indiana,Whitley,59266,56474,62058,33403,23.4,16.0,
Iowa,Adair,48216,43811,52621,7454,22.1,22.1,
Iowa,Adams,51929,48922,54936,3875,21.4,22.0,
Iowa,Allamakee,45229,40201,50257,14038,22.5,21.3,
Iowa,Appanoose,40422,37260,43584,12661,22.4,21.4,
Iowa,Audubon,50014,44030,55998,5794,20.2,24.3,
Iowa,Benton,61931,56905,66957,25680,23.8,16.9,
Iowa,Black Hawk,51331,48465,54197,132897,21.5,14.8,
Iowa,Boone,54186,48998,59374,26433,22.7,17.0,
Iowa,Bremer,62438,56431,68445,24721,21.8,18.4,
Iowa,Buchanan,55781,49658,61904,21038,26.6,16.2,
Iowa,Buena Vista,50719,46533,54905,20578,25.3,14.6,
Iowa,Butler,52273,47153,57393,15006,23.6,21.0,
Iowa,Calhoun,49456,43798,55114,9866,20.6,22.3,
Iowa,Carroll,52367,46371,58363,20562,24.1,19.2,
Iowa,Cass,46159,41872,50446,13448,22.6,21.5,
Iowa,Cedar,61423,57314,65532,18411,22.9,18.4,
Iowa,Cerro Gordo,49569,44634,54504,43254,20.5,19.7,
Iowa,Cherokee,52894,46759,59029,11836,21.0,22.4,
Iowa,Chickasaw,50788,46335,55241,12264,23.8,19.4,
Iowa,Clarke,45413,39937,50889,9217,24.3,17.6,
Iowa,Clay,51514,45379,57649,16515,22.8,19.6,
Iowa,Clayton,49018,44941,53095,17692,22.2,20.9,
Iowa,Clinton,48528,43231,53825,48051,22.7,18.3,
Iowa,Crawford,50370,46572,54168,17228,25.5,16.9,
Iowa,Dallas,79173,72465,85881,77400,28.6,11.2,
Iowa,Davis,46750,41809,51691,8781,28.9,17.5,
Iowa,Decatur,36742,32167,41317,8263,21.8,18.3,
Iowa,Delaware,55958,49199,62717,17398,23.8,18.1,
Iowa,Des Moines,45292,41173,49411,40255,23.0,18.8,
Iowa,Dickinson,56551,51865,61237,16935,19.1,24.2,
Iowa,Dubuque,55320,51182,59458,96370,23.1,16.2,
Iowa,Emmet,47342,41800,52884,9990,21.6,19.2,
Iowa,Fayette,45522,41783,49261,20343,21.2,20.4,
Iowa,Floyd,48292,42351,54233,16077,23.1,20.7,
Iowa,Franklin,51045,45639,56451,10436,22.8,20.1,
Iowa,Fremont,54154,47865,60443,7022,22.0,21.6,
Iowa,Greene,49125,43602,54648,9200,22.9,21.4,
Iowa,Grundy,61215,54485,67945,12375,23.4,19.8,
Iowa,Guthrie,49507,44086,54928,10722,22.2,21.7,
Iowa,Hamilton,53691,49873,57509,15117,23.0,19.4,
Iowa,Hancock,57682,52887,62477,11027,22.7,20.2,
Iowa,Hardin,53277,48941,57613,17311,21.0,21.2,
Iowa,Harrison,52824,47393,58255,14324,22.6,19.1,
Iowa,Henry,50347,45307,55387,20217,22.3,17.6,
Iowa,Howard,49837,44736,54938,9449,25.2,19.7,
Iowa,Humboldt,49696,43710,55682,9640,22.9,20.3,
Iowa,Ida,53905,47840,59970,7042,23.8,21.6,
Iowa,Iowa,58234,51920,64548,16375,23.3,18.0,
Iowa,Jackson,50299,46360,54238,19482,22.3,19.8,
Iowa,Jasper,52750,47643,57857,36872,22.5,18.0,
Iowa,Jefferson,41094,35949,46239,17325,16.8,18.8,
Iowa,Johnson,59946,55211,64681,142287,20.4,9.9,
Iowa,Jones,51558,46810,56306,20454,21.8,18.5,
Iowa,Keokuk,48316,42594,54038,10231,23.2,20.1,
Iowa,Kossuth,52967,46933,59001,15222,21.9,22.5,
Iowa,Lee,44719,40079,49359,35286,21.6,18.6,
Iowa,Linn,62700,59612,65788,217751,23.8,14.3,
Iowa,Louisa,50924,46185,55663,11161,23.2,16.6,
Iowa,Lucas,42582,37849,47315,8701,23.3,21.0,
Iowa,Lyon,61750,56111,67389,11683,28.1,16.9,
Iowa,Madison,62230,56345,68115,15609,26.0,16.3,
Iowa,Mahaska,48584,43499,53669,22370,23.7,16.9,
Iowa,Marion,57046,51767,62325,33365,24.1,16.4,
Iowa,Marshall,50244,47275,53213,40866,24.9,17.5,
Iowa,Mills,59399,53800,64998,14831,24.2,15.8,
Iowa,Mitchell,52616,46737,58495,10779,23.9,21.5,
Iowa,Monona,43178,38188,48168,8996,21.4,24.6,
Iowa,Monroe,44705,39951,49459,8001,23.6,19.0,
Iowa,Montgomery,42046,37139,46953,10421,22.6,20.8,
Iowa,Muscatine,54441,50109,58773,42903,25.4,15.0,
Iowa,O'Brien,55968,51403,60533,14056,23.6,20.6,
Iowa,Osceola,51423,45100,57746,6218,23.2,20.2,
Iowa,Page,46927,41737,52117,15496,20.6,20.8,
Iowa,Palo Alto,50600,44644,56556,9099,22.0,21.4,
Iowa,Plymouth,62745,55500,69990,24874,25.1,17.6,
Iowa,Pocahontas,49625,44270,54980,7138,22.6,22.3,
Iowa,Polk,61028,59013,63043,459862,25.2,11.7,
Iowa,Pottawattamie,51947,47176,56718,93128,23.7,15.7,
Iowa,Poweshiek,52791,46735,58847,18668,20.4,19.2,
Iowa,Ringgold,42854,38083,47625,5051,23.3,25.3,
Iowa,Sac,49513,46728,52298,10035,22.0,22.3,
Iowa,Scott,54959,52382,57536,171387,24.1,14.4,
Iowa,Shelby,55637,48828,62446,11948,22.7,22.4,
Iowa,Sioux,60205,56364,64046,34681,26.9,14.5,
Iowa,Story,52128,46604,57652,94073,17.1,10.7,
Iowa,Tama,54957,51325,58589,17451,24.1,19.2,
Iowa,Taylor,46501,41410,51592,6143,23.1,21.1,
Iowa,Union,44905,41254,48556,12516,23.1,18.9,
Iowa,Van Buren,42555,37617,47493,7468,23.3,20.8,
Iowa,Wapello,42414,38558,46270,35212,22.4,17.0,
Iowa,Warren,67342,61694,72990,47956,25.2,14.9,
Iowa,Washington,56243,51655,60831,22070,24.8,18.5,
Iowa,Wayne,42006,37434,46578,6395,24.2,22.3,
Iowa,Webster,43490,40019,46961,36955,21.4,17.2,
Iowa,Winnebago,50703,45281,56125,10559,21.4,20.4,
Iowa,Winneshiek,55984,51270,60698,20768,18.9,18.1,
Iowa,Woodbury,45641,42283,48999,102271,26.0,13.8,
Iowa,Worth,50286,44421,56151,7624,21.7,19.8,
Iowa,Wright,50108,43950,56266,12840,23.1,21.3,
Kansas,Allen,39196,34986,43406,12909,23.3,19.0,
Kansas,Anderson,45368,39844,50892,7883,25.2,20.6,
Kansas,Atchison,44199,38794,49604,16513,23.4,16.3,
Kansas,Barber,51676,45528,57824,4897,22.5,20.3,
Kansas,Barton,46942,41637,52247,27385,24.5,17.3,
Kansas,Bourbon,38430,33793,43067,14772,25.0,18.5,
Kansas,Brown,45781,41307,50255,9815,25.4,19.0,
Kansas,Butler,60123,54805,65441,66227,26.0,14.0,
Kansas,Chase,47025,41021,53029,2692,21.1,23.1,
Kansas,Chautauqua,39120,34309,43931,3481,20.5,25.8,
Kansas,Cherokee,40686,37474,43898,20787,24.3,17.7,
Kansas,Cheyenne,41797,36846,46748,2693,20.6,26.5,
Kansas,Clark,47650,41604,53696,2144,27.1,20.8,
Kansas,Clay,53131,48111,58151,8317,23.2,21.9,
Kansas,Cloud,42697,38047,47347,9385,22.6,21.1,
